,date,longitude,latitude,Sentiment,Unnamed: 0,Unnamed: 0.1,Recommendations,EditorPick,userID,Comment_b
938,2015-08-01-01,-71.5314,42.2373,1,21691.0,18677.0,5.0,0.0,69313662.0,1.0
939,2015-08-01-01,-71.5101,41.6772,1,17092.0,18379.0,96.0,0.0,48119646.0,1.0
940,2015-08-01-01,-69.3977,44.6074,1,24005.0,18827.0,59.0,0.0,61190755.0,1.0
941,2015-08-01-01,-69.3977,44.6074,1,24004.0,18335.0,29.0,0.0,23385805.0,1.0
942,2015-08-01-01,-69.3977,44.6074,1,24011.0,19654.0,839.0,0.0,3192033.0,1.0
943,2015-08-02-01,-122.1269,44.5672,0,21166.0,18466.0,6.0,0.0,61807313.0,1.0
944,2015-08-02-01,-122.1269,44.5672,1,21165.0,18442.0,7.0,0.0,8614777.0,1.0
945,2015-08-02-01,-121.5708,47.3917,1,23007.0,18425.0,2.0,0.0,68013204.0,1.0
946,2015-08-02-01,-119.7462,36.17,0,18734.0,18403.0,3.0,0.0,70989079.0,1.0
947,2015-08-02-01,-119.7462,36.17,0,18711.0,18001.0,3.0,0.0,69673872.0,1.0
948,2015-08-02-01,-119.7462,36.17,0,18784.0,19200.0,2.0,0.0,66193127.0,1.0
949,2015-08-02-01,-119.7462,36.17,1,18730.0,18386.0,8.0,0.0,57560949.0,1.0
950,2015-08-02-01,-119.7462,36.17,1,18708.0,17934.0,1.0,0.0,3578768.0,1.0
951,2015-08-02-01,-119.7462,36.17,1,18725.0,18307.0,57.0,0.0,7802697.0,1.0
952,2015-08-02-01,-119.7462,36.17,1,18726.0,18325.0,12.0,0.0,3929853.0,1.0
953,2015-08-02-01,-119.7462,36.17,1,18789.0,19236.0,8.0,0.0,48879884.0,1.0
954,2015-08-02-01,-119.7462,36.17,1,18746.0,18584.0,0.0,0.0,28789982.0,1.0
955,2015-08-02-01,-119.7462,36.17,1,18712.0,18023.0,1.0,0.0,4187964.0,1.0
956,2015-08-02-01,-119.7462,36.17,1,18745.25,18570.25,5.0,0.0,49050291.0,1.0
957,2015-08-02-01,-119.7462,36.17,1,18735.0,18439.0,8.0,0.0,67025026.0,1.0
958,2015-08-02-01,-119.7462,36.17,1,18766.5,18898.5,5.5,0.0,34573762.0,1.0
959,2015-08-02-01,-119.7462,36.17,1,18802.0,19549.0,3.0,0.0,52739184.0,1.0
960,2015-08-02-01,-119.7462,36.17,1,18737.0,18441.0,3.0,0.0,27920024.0,1.0
961,2015-08-02-01,-111.3877,33.7712,1,13353.0,18264.0,22.0,0.0,34311313.0,1.0
962,2015-08-02-01,-111.3877,33.7712,1,13354.0,18265.0,39.0,0.0,67619739.0,1.0
963,2015-08-02-01,-105.3272,39.0646,0,23549.0,18190.0,4.0,0.0,66863611.0,1.0
964,2015-08-02-01,-105.3272,39.0646,0,23553.0,18453.0,6.0,0.0,27864640.0,1.0
965,2015-08-02-01,-105.3272,39.0646,0,23551.0,18323.0,47.0,0.0,47032762.0,1.0
966,2015-08-02-01,-97.6475,31.106,1,17501.0,18494.0,0.0,0.0,24035053.0,1.0
967,2015-08-02-01,-96.9247,35.5376,1,20978.0,18312.0,19.0,0.0,59790721.0,1.0
968,2015-08-02-01,-96.8005,38.5111,1,19464.0,18528.0,3.0,0.0,42367943.0,1.0
969,2015-08-02-01,-93.9196,45.7326,0,16815.0,18235.0,12.0,0.0,54609914.0,1.0
970,2015-08-02-01,-92.3809,34.9513,0,23705.0,18271.0,39.0,0.0,5403145.0,1.0
971,2015-08-02-01,-92.302,38.4623,1,23761.0,18413.0,2.0,0.0,56932403.0,1.0
972,2015-08-02-01,-92.302,38.4623,1,23759.0,18211.0,2.0,0.0,33160082.0,1.0
973,2015-08-02-01,-91.8749,31.1801,0,24876.0,19211.0,4.0,0.0,44838478.0,1.0
974,2015-08-02-01,-89.6385,44.2563,1,19580.0,19240.0,16.0,0.0,9112016.0,1.0
975,2015-08-02-01,-89.0022,40.3363,1,19340.0,18292.0,3.0,0.0,17374907.0,1.0
976,2015-08-02-01,-89.0022,40.3363,1,19346.0,18435.0,5.0,0.0,70220497.0,1.0
977,2015-08-02-01,-89.0022,40.3363,1,19343.0,18306.0,43.0,0.0,23907800.0,1.0
978,2015-08-02-01,-89.0022,40.3363,1,19360.0,19185.0,17.0,0.0,58350124.0,1.0
979,2015-08-02-01,-86.8073,32.799,0,23632.0,18212.0,11.0,0.0,13395216.0,1.0
980,2015-08-02-01,-86.7489,35.7449,0,17024.0,18499.0,5.0,0.0,45428638.0,1.0
981,2015-08-02-01,-86.7489,35.7449,1,17023.0,18162.0,15.0,0.0,66735236.0,1.0
982,2015-08-02-01,-86.2604,39.8647,1,23841.0,18316.0,46.0,0.0,51373112.0,1.0
983,2015-08-02-01,-86.2604,39.8647,1,23840.0,18277.0,3.0,0.0,60140138.0,1.0
984,2015-08-02-01,-84.5603,43.3504,1,23274.0,18472.0,0.0,0.0,66573417.0,1.0
985,2015-08-02-01,-84.5603,43.3504,1,23273.0,18411.0,5.0,0.0,69369691.0,1.0
986,2015-08-02-01,-83.6487,32.9866,1,22149.0,18291.0,3.0,0.0,61745309.0,1.0
987,2015-08-02-01,-83.6487,32.9866,1,22148.0,18281.0,6.0,0.0,70052413.0,1.0
988,2015-08-02-01,-82.7755,40.3736,1,24301.0,18239.0,18.0,0.0,55134694.0,1.0
989,2015-08-02-01,-82.7755,40.3736,1,24300.0,18232.0,19.0,0.0,13621817.0,1.0
990,2015-08-02-01,-82.7755,40.3736,1,24306.0,19189.0,18.0,0.0,44494511.0,1.0
991,2015-08-02-01,-81.717,27.8333,0,431.0,18294.0,15.0,0.0,66721811.0,1.0
992,2015-08-02-01,-81.717,27.8333,0,434.0,18410.5,21.5,0.0,39975338.0,1.0
993,2015-08-02-01,-81.717,27.8333,1,437.0,18542.0,2.0,0.0,11657993.0,1.0
994,2015-08-02-01,-81.717,27.8333,1,433.0,18407.0,2.0,0.0,64890360.0,1.0
995,2015-08-02-01,-81.717,27.8333,1,429.0,18093.0,8.0,0.0,64779973.0,1.0
996,2015-08-02-01,-81.717,27.8333,1,428.0,18013.0,1.0,0.0,25709722.0,1.0
997,2015-08-02-01,-80.9066,33.8191,0,22295.0,18227.0,5.0,0.0,12952441.0,1.0
998,2015-08-02-01,-80.9066,33.8191,1,22299.5,18980.0,1.0,0.0,25749629.0,1.0
999,2015-08-02-01,-80.9066,33.8191,1,22297.0,18572.0,5.0,0.0,27526833.0,1.0
1000,2015-08-02-01,-79.8431,35.6411,0,22722.0,19180.0,43.0,0.0,67371622.0,1.0
1001,2015-08-02-01,-79.8431,35.6411,0,22712.0,18310.0,20.0,0.0,72232853.0,1.0
1002,2015-08-02-01,-79.8431,35.6411,0,22715.0,18522.0,1.0,0.0,31828628.0,1.0
1003,2015-08-02-01,-79.8431,35.6411,1,22713.0,18397.0,7.0,0.0,67142703.0,1.0
1004,2015-08-02-01,-78.2057,37.768,0,13110.0,18224.0,17.0,0.0,68972121.0,1.0
1005,2015-08-02-01,-78.2057,37.768,0,13108.0,18028.0,17.0,0.0,10369639.0,1.0
1006,2015-08-02-01,-78.2057,37.768,0,13111.0,18252.0,8.0,0.0,5368164.0,1.0
1007,2015-08-02-01,-78.2057,37.768,0,13115.0,18567.0,3.0,0.0,62647378.0,1.0
1008,2015-08-02-01,-78.2057,37.768,1,13129.0,19310.0,2.0,0.0,67553881.0,1.0
1009,2015-08-02-01,-78.2057,37.768,1,13121.0,18888.5,7.0,0.0,60756614.5,1.0
1010,2015-08-02-01,-78.2057,37.768,1,13114.0,18555.0,1.0,0.0,17933355.0,1.0
1011,2015-08-02-01,-77.264,40.5773,0,13642.0,18284.0,32.0,0.0,3278068.0,1.0
1012,2015-08-02-01,-77.264,40.5773,1,13639.0,18094.0,5.0,0.0,65768738.0,1.0
1013,2015-08-02-01,-77.264,40.5773,1,13645.0,18534.0,0.0,0.0,60205178.0,1.0
1014,2015-08-02-01,-77.264,40.5773,1,13643.0,18445.0,13.0,0.0,35001936.0,1.0
1015,2015-08-02-01,-77.0262,38.8964,1,24581.0,19188.0,32.0,0.0,54115188.0,1.0
1016,2015-08-02-01,-77.0262,38.8964,1,24583.0,19465.0,0.0,0.0,27245604.0,1.0
1017,2015-08-02-01,-77.0262,38.8964,1,24582.0,19328.0,5.0,0.0,47186314.0,1.0
1018,2015-08-02-01,-77.0262,38.8964,1,24568.0,18409.0,7.0,0.0,26266170.0,1.0
1019,2015-08-02-01,-76.7902,39.0724,1,19834.0,19186.0,20.0,1.0,63543328.0,1.0
1020,2015-08-02-01,-76.7902,39.0724,1,19821.0,17993.0,2.0,0.0,65649203.0,1.0
1021,2015-08-02-01,-76.7902,39.0724,1,19835.0,19204.0,7.0,0.0,211206.0,1.0
1022,2015-08-02-01,-75.5148,39.3498,1,23879.0,18496.0,3.0,0.0,24027750.0,1.0
1023,2015-08-02-01,-74.9384,42.1497,0,16127.0,19719.0,10.0,0.0,77471.0,1.0
1024,2015-08-02-01,-74.9384,42.1497,0,15984.0,18254.0,4.0,0.0,71181385.0,1.0
1025,2015-08-02-01,-74.9384,42.1497,0,16011.0,18537.0,3.0,0.0,2946179.0,1.0
1026,2015-08-02-01,-74.9384,42.1497,0,16077.5,19223.0,9.5,0.0,42500203.5,1.0
1027,2015-08-02-01,-74.9384,42.1497,1,16076.0,19245.0,6.0,0.0,13201855.0,1.0
1028,2015-08-02-01,-74.9384,42.1497,1,15991.0,18300.0,50.0,0.0,4925134.0,1.0
1029,2015-08-02-01,-74.9384,42.1497,1,15954.0,18021.0,10.0,0.0,37784635.0,1.0
1030,2015-08-02-01,-74.9384,42.1497,1,16009.0,18501.0,3.0,0.0,47169369.0,1.0
1031,2015-08-02-01,-74.9384,42.1497,1,15988.0,18279.0,8.0,0.0,18069549.0,1.0
1032,2015-08-02-01,-74.9384,42.1497,1,16072.0,19168.0,31.0,0.0,9080519.0,1.0
1033,2015-08-02-01,-74.9384,42.1497,1,15986.0,18275.0,31.0,0.0,65078305.0,1.0
1034,2015-08-02-01,-74.9384,42.1497,1,15981.0,18209.0,33.0,0.0,42869308.0,1.0
1035,2015-08-02-01,-74.9384,42.1497,1,16008.0,18500.0,2.0,0.0,15651413.0,1.0
1036,2015-08-02-01,-74.9384,42.1497,1,15985.5,18296.0,3.5,0.0,48079847.5,1.0
1037,2015-08-02-01,-74.9384,42.1497,1,16074.0,19194.0,12.0,0.0,41188.0,1.0
1038,2015-08-02-01,-74.9384,42.1497,1,16012.0,18541.0,0.0,0.0,49093742.0,1.0
1039,2015-08-02-01,-74.9384,42.1497,1,16002.3333333,18430.0,1.0,0.0,18115389.0,1.0
1040,2015-08-02-01,-74.9384,42.1497,1,15997.0,18343.5,19.5,0.5,16578877.0,1.0
1041,2015-08-02-01,-74.9384,42.1497,1,15987.0,18276.0,31.0,0.0,19707092.0,1.0
1042,2015-08-02-01,-74.9384,42.1497,1,15994.0,18327.0,42.0,0.0,15983102.0,1.0
1043,2015-08-02-01,-74.9384,42.1497,1,16012.0,18591.0,15.5,0.5,57515398.5,1.0
1044,2015-08-02-01,-74.5089,40.314,0,20529.0,18160.0,9.0,0.0,51283311.0,1.0
1045,2015-08-02-01,-74.5089,40.314,0,20568.0,19187.0,7.0,0.0,23691572.0,1.0
1046,2015-08-02-01,-74.5089,40.314,0,20540.0,18487.0,1.0,0.0,56603831.0,1.0
1047,2015-08-02-01,-74.5089,40.314,1,20569.0,19218.0,4.0,0.0,51283311.0,1.0
1048,2015-08-02-01,-74.5089,40.314,1,20534.0,18329.0,45.0,0.0,56321244.0,1.0
1049,2015-08-02-01,-74.5089,40.314,1,20543.0,18514.0,2.5,0.0,44527370.5,1.0
1050,2015-08-02-01,-74.5089,40.314,1,20543.0,18513.0,1.0,0.0,15224112.0,1.0
1051,2015-08-02-01,-74.5089,40.314,1,20533.0,18319.0,5.0,0.0,59346862.0,1.0
1052,2015-08-02-01,-72.7622,41.5834,0,13975.0,19190.0,57.0,0.0,47229657.0,1.0
1053,2015-08-02-01,-72.7622,41.5834,0,13967.0,18328.0,16.0,0.0,70723654.0,1.0
1054,2015-08-02-01,-72.7622,41.5834,1,13969.0,18553.0,9.0,0.0,15872303.0,1.0
1055,2015-08-02-01,-72.7622,41.5834,1,13968.0,18488.0,1.0,0.0,43257098.0,1.0
1056,2015-08-02-01,-72.7622,41.5834,1,13980.0,19438.0,4.0,0.0,15872303.0,1.0
1057,2015-08-02-01,-72.7093,44.0407,1,20906.0,18320.0,8.0,0.0,54567438.0,1.0
1058,2015-08-02-01,-72.7093,44.0407,1,20908.0,18517.0,7.0,0.0,67324267.0,1.0
1059,2015-08-02-01,-71.5314,42.2373,0,21668.0,18043.0,40.0,0.0,40270364.0,1.0
1060,2015-08-02-01,-71.5314,42.2373,0,21678.0,18249.0,14.0,0.0,32675915.0,1.0
1061,2015-08-02-01,-71.5314,42.2373,0,21710.0,19329.0,1.0,0.0,49340744.0,1.0
1062,2015-08-02-01,-71.5314,42.2373,1,21282.0,1584.0,15.0,0.0,65458140.0,1.0
1063,2015-08-02-01,-71.5314,42.2373,1,21685.0,18447.0,3.0,0.0,17571363.0,1.0
1064,2015-08-02-01,-71.5314,42.2373,1,21679.0,18283.0,13.0,0.0,1922543.0,1.0
1065,2015-08-02-01,-71.5314,42.2373,1,21686.0,18516.0,2.0,0.0,55252009.0,1.0
1066,2015-08-02-01,-71.5314,42.2373,1,21680.0,18288.0,23.0,0.0,63539029.0,1.0
1067,2015-08-02-01,-71.5314,42.2373,1,21677.0,18247.0,6.0,0.0,69313662.0,1.0
1068,2015-08-02-01,-71.5314,42.2373,1,21706.0,19209.0,8.0,0.0,28324471.0,1.0
1069,2015-08-02-01,-71.5314,42.2373,1,21687.0,18547.0,1.0,0.0,60776991.0,1.0
1070,2015-08-02-01,-69.3977,44.6074,0,24010.0,19439.0,1.0,0.0,49802455.0,1.0
1071,2015-08-03-01,-121.5708,47.3917,1,23004.0,18202.0,44.0,0.0,41703133.0,1.0
1072,2015-08-03-01,-121.5708,47.3917,1,23005.0,18207.0,39.0,0.0,42393189.0,1.0
1073,2015-08-03-01,-119.7462,36.17,1,18718.0,18174.0,7.0,0.0,55293238.0,1.0
1074,2015-08-03-01,-119.7462,36.17,1,18720.0,18194.0,20.0,0.0,67216638.0,1.0
1075,2015-08-03-01,-119.7462,36.17,1,17705.0,1591.0,4.0,0.0,17173195.0,1.0
1076,2015-08-03-01,-105.3272,39.0646,1,23550.0,18197.0,21.0,0.0,52799040.0,1.0
1077,2015-08-03-01,-82.7755,40.3736,0,24298.0,18215.0,20.0,0.0,1068312.0,1.0
1078,2015-08-03-01,-82.7755,40.3736,1,24295.0,17883.0,3.0,0.0,66121123.0,1.0
1079,2015-08-03-01,-79.8431,35.6411,1,22710.0,18214.0,4.0,0.0,67371622.0,1.0
1080,2015-08-03-01,-74.9384,42.1497,1,15937.0,17821.0,5.0,0.0,44408371.0,1.0
1081,2015-08-03-01,-74.9384,42.1497,1,15982.0,18217.0,16.0,0.0,38576513.0,1.0
1082,2015-08-03-01,-74.5089,40.314,1,20517.0,17892.0,1.0,0.0,47123844.0,1.0
1083,2015-08-03-01,-71.5314,42.2373,0,21674.0,18187.0,20.0,0.0,44748375.0,1.0
1084,2015-08-03-01,-71.5314,42.2373,1,21665.0,17818.0,4.0,0.0,63539029.0,1.0
1085,2015-08-04-01,-121.5708,47.3917,0,22995.0,17562.0,5.0,0.0,47233781.0,1.0
1086,2015-08-04-01,-119.7462,36.17,1,18687.0,17403.0,93.0,0.0,66581027.0,1.0
1087,2015-08-04-01,-119.7462,36.17,1,18691.0,17453.0,62.0,1.0,65923621.0,1.0
1088,2015-08-04-01,-119.7462,36.17,1,18689.0,17417.0,16.0,0.0,66581027.0,1.0
1089,2015-08-04-01,-119.7462,36.17,1,18698.0,17634.0,4.0,0.0,72622630.0,1.0
1090,2015-08-04-01,-119.7462,36.17,1,18685.0,17400.0,46.0,0.0,38883268.0,1.0
1091,2015-08-04-01,-119.7462,36.17,1,18683.0,17388.0,34.0,0.0,67321955.0,1.0
1092,2015-08-04-01,-106.2371,34.8375,0,22445.0,17574.0,3.0,0.0,41260666.0,1.0
1093,2015-08-04-01,-97.6475,31.106,0,17485.0,17586.0,4.0,0.0,54201393.0,1.0
1094,2015-08-04-01,-97.6475,31.106,1,17488.0,17647.0,176.0,0.0,57123959.0,1.0
1095,2015-08-04-01,-96.9247,35.5376,0,20977.0,17643.0,148.0,0.0,25141914.0,1.0
1096,2015-08-04-01,-93.9196,45.7326,0,16809.0,17616.0,4.0,0.0,29827724.0,1.0
1097,2015-08-04-01,-93.9196,45.7326,1,16812.0,17758.0,3.0,0.0,32098428.0,1.0
1098,2015-08-04-01,-92.302,38.4623,1,23756.0,17567.0,0.0,0.0,26366817.0,1.0
1099,2015-08-04-01,-89.0022,40.3363,0,19325.0,17424.0,45.0,0.0,59976270.0,1.0
1100,2015-08-04-01,-89.0022,40.3363,1,19326.0,17460.0,143.0,0.0,57153596.0,1.0
1101,2015-08-04-01,-84.5603,43.3504,0,23270.0,18181.0,1.0,0.0,72577156.0,1.0
1102,2015-08-04-01,-84.5603,43.3504,0,23259.0,17473.0,118.0,0.0,72625060.0,1.0
1103,2015-08-04-01,-84.5603,43.3504,1,23260.0,17493.0,20.0,0.0,65570634.0,1.0
1104,2015-08-04-01,-84.5603,43.3504,1,23261.0,17563.0,1.0,0.0,7929736.0,1.0
1105,2015-08-04-01,-84.5603,43.3504,1,23258.0,17445.0,5.0,0.0,63349916.0,1.0
1106,2015-08-04-01,-81.717,27.8333,1,413.0,17564.0,4.0,0.0,33461964.0,1.0
1107,2015-08-04-01,-80.9066,33.8191,1,22291.0,17408.0,6.0,0.0,29883919.0,1.0
1108,2015-08-04-01,-78.2057,37.768,0,13100.0,17615.0,36.0,0.0,50330312.0,1.0
1109,2015-08-04-01,-78.2057,37.768,1,13096.0,17396.0,15.0,0.0,67553881.0,1.0
1110,2015-08-04-01,-77.264,40.5773,0,13641.0,18193.0,10.0,0.0,53857386.0,1.0
1111,2015-08-04-01,-77.0262,38.8964,0,24557.0,17387.0,14.0,0.0,4617377.0,1.0
1112,2015-08-04-01,-77.0262,38.8964,1,24560.0,17436.0,3.0,0.0,40503160.0,1.0
1113,2015-08-04-01,-77.0262,38.8964,1,24559.0,17429.0,25.0,0.0,829618.0,1.0
1114,2015-08-04-01,-77.0262,38.8964,1,24558.0,17423.0,19.0,0.0,956013.0,1.0
1115,2015-08-04-01,-76.7902,39.0724,0,19815.0,17553.0,2.0,0.0,72625318.0,1.0
1116,2015-08-04-01,-76.7902,39.0724,0,19812.0,17469.0,11.0,0.0,34989258.0,1.0
1117,2015-08-04-01,-76.7902,39.0724,1,19810.0,17416.0,23.0,0.0,58956557.0,1.0
1118,2015-08-04-01,-74.9384,42.1497,0,15886.0,17380.0,151.0,1.0,13201855.0,1.0
1119,2015-08-04-01,-74.9384,42.1497,0,15901.0,17482.0,10.0,0.0,68942831.0,1.0
1120,2015-08-04-01,-74.9384,42.1497,0,15932.0,17764.0,4.0,0.0,10920513.0,1.0
1121,2015-08-04-01,-74.9384,42.1497,0,15918.0,17635.0,5.0,0.0,1932790.0,1.0
1122,2015-08-04-01,-74.9384,42.1497,0,15913.0,17599.0,63.0,0.0,58223613.0,1.0
1123,2015-08-04-01,-74.9384,42.1497,0,15887.0,17382.0,6.0,0.0,46968073.0,1.0
1124,2015-08-04-01,-74.9384,42.1497,0,15902.0,17485.0,104.0,0.0,67543087.0,1.0
1125,2015-08-04-01,-74.9384,42.1497,0,15915.0,17608.0,2.0,0.0,23472027.0,1.0
1126,2015-08-04-01,-74.9384,42.1497,1,15898.0,17451.0,26.0,0.0,71538403.0,1.0
1127,2015-08-04-01,-74.9384,42.1497,1,15914.0,17601.0,3.0,0.0,55469676.0,1.0
1128,2015-08-04-01,-74.9384,42.1497,1,15921.0,17696.0,6.0,0.0,65021610.0,1.0
1129,2015-08-04-01,-74.9384,42.1497,1,15900.0,17475.0,6.0,0.0,13838808.0,1.0
1130,2015-08-04-01,-74.9384,42.1497,1,15894.0,17432.0,6.0,0.0,65889850.0,1.0
1131,2015-08-04-01,-74.9384,42.1497,1,15980.0,18192.0,24.0,0.0,52457314.0,1.0
1132,2015-08-04-01,-74.9384,42.1497,1,15921.3333333,17673.0,23.0,0.333333333333,50694584.0,1.0
1133,2015-08-04-01,-74.9384,42.1497,1,15893.0,17430.0,46.0,0.0,66384727.0,1.0
1134,2015-08-04-01,-74.9384,42.1497,1,15895.0,17435.0,6.0,0.0,22636526.0,1.0
1135,2015-08-04-01,-74.9384,42.1497,1,15905.0,17502.0,25.0,0.0,67197839.0,1.0
1136,2015-08-04-01,-74.9384,42.1497,1,15979.0,18186.0,2.0,0.0,26424636.0,1.0
1137,2015-08-04-01,-74.5089,40.314,0,20506.0,17613.0,5.0,0.0,58935558.0,1.0
1138,2015-08-04-01,-74.5089,40.314,1,20503.0,17443.0,26.0,0.0,46909958.0,1.0
1139,2015-08-04-01,-74.5089,40.314,1,20507.0,17629.0,3.0,0.0,2637013.0,1.0
1140,2015-08-04-01,-74.5089,40.314,1,20505.0,17576.0,3.0,0.0,56321244.0,1.0
1141,2015-08-04-01,-72.7622,41.5834,1,13962.0,17480.0,9.0,0.0,37199325.0,1.0
1142,2015-08-04-01,-72.7622,41.5834,1,13963.0,17488.0,340.0,0.0,30816939.0,1.0
1143,2015-08-04-01,-72.7093,44.0407,1,20904.0,17426.0,14.0,0.0,48117818.0,1.0
1144,2015-08-04-01,-71.5101,41.6772,1,17089.0,17636.0,69.0,0.0,65344222.0,1.0
1145,2015-08-04-01,-71.5101,41.6772,1,17088.0,17597.0,112.0,0.0,65344222.0,1.0
1146,2015-08-04-01,-69.3977,44.6074,1,23996.0,17490.0,5.0,0.0,59337904.0,1.0
1147,2015-08-05-01,-122.1269,44.5672,1,21153.0,17081.0,4.0,0.0,55274781.0,1.0
1148,2015-08-05-01,-122.1269,44.5672,1,21156.0,17244.0,21.0,0.0,14031584.0,1.0
1149,2015-08-05-01,-119.7462,36.17,0,18670.0,17113.0,4.0,0.0,56156951.0,1.0
1150,2015-08-05-01,-119.7462,36.17,0,18674.0,17152.0,16.0,0.0,66581027.0,1.0
1151,2015-08-05-01,-119.7462,36.17,1,18677.0,17211.0,6.0,0.0,60403939.0,1.0
1152,2015-08-05-01,-119.7462,36.17,1,18668.0,17106.0,5.0,0.0,36473283.0,1.0
1153,2015-08-05-01,-119.7462,36.17,1,18674.5,17173.5,4.5,0.0,9809692.5,1.0
1154,2015-08-05-01,-119.7462,36.17,1,18668.5,17106.5,14.5,0.0,20746684.0,1.0
1155,2015-08-05-01,-119.7462,36.17,1,18674.0,17161.0,13.0,0.0,41280194.0,1.0
1156,2015-08-05-01,-119.7462,36.17,1,18719.0,18184.0,6.0,0.0,62463445.0,1.0
1157,2015-08-05-01,-111.3877,33.7712,1,13347.0,17085.0,15.0,0.0,62913546.0,1.0
1158,2015-08-05-01,-111.3877,33.7712,1,13349.0,17358.0,9.0,0.0,67379918.0,1.0
1159,2015-08-05-01,-106.2371,34.8375,1,22442.0,17178.0,2.0,0.0,7531892.0,1.0
1160,2015-08-05-01,-105.3272,39.0646,0,23548.0,18177.0,1.0,0.0,27864640.0,1.0
1161,2015-08-05-01,-105.3272,39.0646,1,23539.0,17031.0,39.0,0.0,46719927.0,1.0
1162,2015-08-05-01,-105.3272,39.0646,1,23544.0,17312.0,2.0,0.0,66098262.0,1.0
1163,2015-08-05-01,-105.3272,39.0646,1,23540.0,17122.0,18.0,0.0,432006.0,1.0
1164,2015-08-05-01,-105.3272,39.0646,1,23543.0,17208.0,8.0,0.0,432006.0,1.0
1165,2015-08-05-01,-105.3272,39.0646,1,23541.0,17150.0,19.0,0.0,65907143.0,1.0
1166,2015-08-05-01,-97.6475,31.106,0,17486.5,17674.0,11.5,0.0,42480621.0,1.0
1167,2015-08-05-01,-97.6475,31.106,0,17480.0,17286.0,3.0,0.0,13202253.0,1.0
1168,2015-08-05-01,-97.6475,31.106,1,17467.0,16774.0,4.0,0.0,35186053.0,1.0
1169,2015-08-05-01,-97.6475,31.106,1,17466.0,16733.0,2.0,0.0,35186053.0,1.0
1170,2015-08-05-01,-93.9196,45.7326,1,16804.0,17147.0,13.0,0.0,65599311.0,1.0
1171,2015-08-05-01,-93.214,42.0046,0,16936.0,16922.0,6.0,0.0,58876174.0,1.0
1172,2015-08-05-01,-89.6385,44.2563,0,19569.0,17270.0,5.0,0.0,34031379.0,1.0
1173,2015-08-05-01,-89.0022,40.3363,1,19328.0,17545.0,1.0,0.0,56563991.0,1.0
1174,2015-08-05-01,-89.0022,40.3363,1,19321.0,17305.0,1.0,0.0,59965210.0,1.0
1175,2015-08-05-01,-86.8073,32.799,1,23631.0,17523.0,12.0,0.0,64905370.0,1.0
1176,2015-08-05-01,-86.7489,35.7449,1,17019.0,17518.0,0.0,0.0,65110053.0,1.0
1177,2015-08-05-01,-81.717,27.8333,0,402.0,16923.0,18.0,0.0,60136514.0,1.0
1178,2015-08-05-01,-81.717,27.8333,0,412.0,17549.0,2.0,0.0,40070388.0,1.0
1179,2015-08-05-01,-81.717,27.8333,1,408.0,17228.0,2.0,0.0,6569822.0,1.0
1180,2015-08-05-01,-80.9066,33.8191,0,22292.0,17522.0,19.0,0.0,12952441.0,1.0
1181,2015-08-05-01,-79.8431,35.6411,1,22701.0,17348.0,0.0,0.0,277443.0,1.0
1182,2015-08-05-01,-78.2057,37.768,0,13099.0,17542.0,15.0,0.0,381834.0,1.0
1183,2015-08-05-01,-78.2057,37.768,0,13095.0,17341.0,5.0,0.0,58720099.0,1.0
1184,2015-08-05-01,-78.2057,37.768,1,13094.0,17317.0,0.0,0.0,17933355.0,1.0
1185,2015-08-05-01,-78.2057,37.768,1,13091.0,17285.0,1.0,0.0,5778979.0,1.0
1186,2015-08-05-01,-77.264,40.5773,1,13627.0,17352.0,2.0,0.0,69710414.0,1.0
1187,2015-08-05-01,-77.264,40.5773,1,13624.0,17249.0,13.0,0.0,64816264.0,1.0
1188,2015-08-05-01,-77.264,40.5773,1,13629.0,17528.0,7.0,0.0,35001936.0,1.0
1189,2015-08-05-01,-77.264,40.5773,1,13625.0,17287.0,6.0,0.0,18435690.0,1.0
1190,2015-08-05-01,-77.0262,38.8964,0,24555.0,17313.0,1.0,0.0,48235711.0,1.0
1191,2015-08-05-01,-77.0262,38.8964,1,24554.5,17224.0,12.0,0.0,15203800.5,1.0
1192,2015-08-05-01,-76.7902,39.0724,0,19809.0,17331.0,3.0,0.0,42106136.0,1.0
1193,2015-08-05-01,-76.7902,39.0724,1,19810.5,17358.5,10.0,0.0,45760800.5,1.0
1194,2015-08-05-01,-76.7902,39.0724,1,19806.0,16901.0,1.0,0.0,68317063.0,1.0
1195,2015-08-05-01,-74.9384,42.1497,0,15847.0,16972.0,7.0,0.0,57179778.0,1.0
1196,2015-08-05-01,-74.9384,42.1497,0,15885.5,17323.0,10.0,0.0,62141595.0,1.0
1197,2015-08-05-01,-74.9384,42.1497,0,15868.0,17167.0,27.0,0.0,72391190.0,1.0
1198,2015-08-05-01,-74.9384,42.1497,0,15872.0,17240.0,4.0,0.0,70642358.0,1.0
1199,2015-08-05-01,-74.9384,42.1497,0,15871.0,17233.0,13.0,0.0,49931118.0,1.0
1200,2015-08-05-01,-74.9384,42.1497,1,15784.0,16496.0,2.0,0.0,25202576.0,1.0
1201,2015-08-05-01,-74.9384,42.1497,1,15876.0,17280.0,2.0,0.0,51415176.0,1.0
1202,2015-08-05-01,-74.9384,42.1497,1,15859.0,17104.0,11.0,0.0,13201855.0,1.0
1203,2015-08-05-01,-74.9384,42.1497,1,15878.0,17292.0,11.0,0.0,34433851.0,1.0
