,date,longitude,latitude,Sentiment,Comment_b
286,2015-07-14-01,-86.2604,39.8647,0,True
287,2015-07-14-01,-86.2604,39.8647,0,True
288,2015-07-14-01,-86.2604,39.8647,1,True
289,2015-07-14-01,-86.2604,39.8647,1,True
290,2015-07-14-01,-84.6514,37.669000000000004,1,True
291,2015-07-14-01,-84.5603,43.3504,1,True
292,2015-07-14-01,-84.5603,43.3504,1,True
293,2015-07-14-01,-84.5603,43.3504,1,True
294,2015-07-14-01,-83.6487,32.9866,1,True
295,2015-07-14-01,-82.7755,40.3736,1,True
296,2015-07-14-01,-82.7755,40.3736,1,True
297,2015-07-14-01,-81.717,27.8333,0,True
298,2015-07-14-01,-81.717,27.8333,1,True
299,2015-07-14-01,-81.717,27.8333,1,True
300,2015-07-14-01,-81.717,27.8333,1,True
301,2015-07-14-01,-81.717,27.8333,1,True
302,2015-07-14-01,-81.717,27.8333,1,True
303,2015-07-14-01,-79.8431,35.6411,0,True
304,2015-07-14-01,-79.8431,35.6411,0,True
305,2015-07-14-01,-79.8431,35.6411,0,True
306,2015-07-14-01,-79.8431,35.6411,1,True
307,2015-07-14-01,-79.8431,35.6411,1,True
308,2015-07-14-01,-78.2057,37.768,0,True
309,2015-07-14-01,-78.2057,37.768,1,True
310,2015-07-14-01,-78.2057,37.768,1,True
311,2015-07-14-01,-77.264,40.5773,0,True
312,2015-07-14-01,-77.264,40.5773,0,True
313,2015-07-14-01,-77.264,40.5773,1,True
314,2015-07-14-01,-77.264,40.5773,1,True
315,2015-07-14-01,-77.264,40.5773,1,True
316,2015-07-14-01,-77.264,40.5773,1,True
317,2015-07-14-01,-77.264,40.5773,1,True
318,2015-07-14-01,-77.264,40.5773,1,True
319,2015-07-14-01,-77.0262,38.8964,1,True
320,2015-07-14-01,-77.0262,38.8964,1,True
321,2015-07-14-01,-76.7902,39.0724,1,True
322,2015-07-14-01,-76.7902,39.0724,1,True
323,2015-07-14-01,-76.7902,39.0724,1,True
324,2015-07-14-01,-74.9384,42.1497,0,True
325,2015-07-14-01,-74.9384,42.1497,0,True
326,2015-07-14-01,-74.9384,42.1497,1,True
327,2015-07-14-01,-74.9384,42.1497,1,True
328,2015-07-14-01,-74.9384,42.1497,1,True
329,2015-07-14-01,-74.9384,42.1497,1,True
330,2015-07-14-01,-74.9384,42.1497,1,True
331,2015-07-14-01,-74.9384,42.1497,1,True
332,2015-07-14-01,-74.9384,42.1497,1,True
333,2015-07-14-01,-74.9384,42.1497,1,True
334,2015-07-14-01,-74.9384,42.1497,1,True
335,2015-07-14-01,-74.9384,42.1497,1,True
336,2015-07-14-01,-74.9384,42.1497,1,True
337,2015-07-14-01,-74.5089,40.314,0,True
338,2015-07-14-01,-74.5089,40.314,0,True
339,2015-07-14-01,-74.5089,40.314,0,True
340,2015-07-14-01,-74.5089,40.314,1,True
341,2015-07-14-01,-74.5089,40.314,1,True
342,2015-07-14-01,-74.5089,40.314,1,True
343,2015-07-14-01,-74.5089,40.314,1,True
344,2015-07-14-01,-74.5089,40.314,1,True
345,2015-07-14-01,-72.7622,41.5834,1,True
346,2015-07-14-01,-72.7622,41.5834,1,True
347,2015-07-14-01,-72.7093,44.0407,0,True
348,2015-07-14-01,-71.5653,43.4108,1,True
349,2015-07-14-01,-71.5653,43.4108,1,True
350,2015-07-14-01,-71.5653,43.4108,1,True
351,2015-07-14-01,-71.5314,42.2373,1,True
352,2015-07-14-01,-71.5314,42.2373,1,True
353,2015-07-14-01,-71.5101,41.6772,1,True
354,2015-07-14-01,-71.5101,41.6772,1,True
355,2015-07-14-01,-69.3977,44.6074,0,True
356,2015-07-15-01,-119.7462,36.17,0,True
357,2015-07-15-01,-119.7462,36.17,0,True
358,2015-07-15-01,-119.7462,36.17,0,True
359,2015-07-15-01,-119.7462,36.17,0,True
360,2015-07-15-01,-119.7462,36.17,1,True
361,2015-07-15-01,-105.3272,39.0646,0,True
362,2015-07-15-01,-97.6475,31.105999999999998,0,True
363,2015-07-15-01,-97.6475,31.105999999999998,0,True
364,2015-07-15-01,-97.6475,31.105999999999998,1,True
365,2015-07-15-01,-97.6475,31.105999999999998,1,True
366,2015-07-15-01,-97.6475,31.105999999999998,1,True
367,2015-07-15-01,-89.0022,40.3363,0,True
368,2015-07-15-01,-89.0022,40.3363,1,True
369,2015-07-15-01,-89.0022,40.3363,1,True
370,2015-07-15-01,-83.6487,32.9866,0,True
371,2015-07-15-01,-83.6487,32.9866,0,True
372,2015-07-15-01,-81.717,27.8333,0,True
373,2015-07-15-01,-81.717,27.8333,0,True
374,2015-07-15-01,-81.717,27.8333,1,True
375,2015-07-15-01,-81.717,27.8333,1,True
376,2015-07-15-01,-81.717,27.8333,1,True
377,2015-07-15-01,-77.264,40.5773,1,True
378,2015-07-15-01,-77.264,40.5773,1,True
379,2015-07-15-01,-77.0262,38.8964,1,True
380,2015-07-15-01,-76.7902,39.0724,0,True
381,2015-07-15-01,-76.7902,39.0724,0,True
382,2015-07-15-01,-74.9384,42.1497,0,True
383,2015-07-15-01,-74.9384,42.1497,0,True
384,2015-07-15-01,-74.9384,42.1497,1,True
385,2015-07-15-01,-74.9384,42.1497,1,True
386,2015-07-15-01,-74.5089,40.314,0,True
387,2015-07-15-01,-74.5089,40.314,1,True
388,2015-07-15-01,-74.5089,40.314,1,True
389,2015-07-15-01,-72.7622,41.5834,1,True
390,2015-07-15-01,-72.7622,41.5834,1,True
391,2015-07-15-01,-71.5314,42.2373,1,True
392,2015-07-15-01,-71.5314,42.2373,1,True
393,2015-07-15-01,-71.5314,42.2373,1,True
394,2015-07-15-01,-71.5314,42.2373,1,True
395,2015-07-15-01,-71.5101,41.6772,0,True
396,2015-07-16-01,-121.5708,47.3917,1,True
397,2015-07-16-01,-119.7462,36.17,0,True
398,2015-07-16-01,-119.7462,36.17,1,True
399,2015-07-16-01,-119.7462,36.17,1,True
400,2015-07-16-01,-111.8535,40.1135,0,True
401,2015-07-16-01,-111.8535,40.1135,1,True
402,2015-07-16-01,-105.3272,39.0646,0,True
403,2015-07-16-01,-105.3272,39.0646,1,True
404,2015-07-16-01,-89.0022,40.3363,1,True
405,2015-07-16-01,-89.0022,40.3363,1,True
406,2015-07-16-01,-84.5603,43.3504,0,True
407,2015-07-16-01,-82.7755,40.3736,0,True
408,2015-07-16-01,-82.7755,40.3736,1,True
409,2015-07-16-01,-81.717,27.8333,0,True
410,2015-07-16-01,-81.717,27.8333,0,True
411,2015-07-16-01,-78.2057,37.768,1,True
412,2015-07-16-01,-78.2057,37.768,1,True
413,2015-07-16-01,-77.0262,38.8964,1,True
414,2015-07-16-01,-75.5148,39.3498,1,True
415,2015-07-16-01,-74.9384,42.1497,0,True
416,2015-07-16-01,-74.9384,42.1497,1,True
417,2015-07-16-01,-74.9384,42.1497,1,True
418,2015-07-16-01,-74.9384,42.1497,1,True
419,2015-07-16-01,-74.9384,42.1497,1,True
420,2015-07-16-01,-74.9384,42.1497,1,True
421,2015-07-16-01,-74.9384,42.1497,1,True
422,2015-07-16-01,-74.5089,40.314,1,True
423,2015-07-16-01,-74.5089,40.314,1,True
424,2015-07-16-01,-71.5314,42.2373,1,True
425,2015-07-16-01,-71.5314,42.2373,1,True
426,2015-07-16-01,-71.5314,42.2373,1,True
427,2015-07-17-01,-122.1269,44.5672,1,True
428,2015-07-17-01,-97.6475,31.105999999999998,1,True
429,2015-07-17-01,-81.717,27.8333,0,True
430,2015-07-17-01,-76.7902,39.0724,0,True
431,2015-07-17-01,-74.9384,42.1497,0,True
432,2015-07-17-01,-72.7622,41.5834,1,True
433,2015-07-18-01,-122.1269,44.5672,0,True
434,2015-07-18-01,-119.7462,36.17,1,True
435,2015-07-18-01,-111.3877,33.7712,1,True
436,2015-07-18-01,-97.6475,31.105999999999998,1,True
437,2015-07-18-01,-93.9196,45.7326,1,True
438,2015-07-18-01,-93.9196,45.7326,1,True
439,2015-07-18-01,-93.214,42.0046,1,True
440,2015-07-18-01,-84.5603,43.3504,1,True
441,2015-07-18-01,-83.6487,32.9866,1,True
442,2015-07-18-01,-81.717,27.8333,1,True
443,2015-07-18-01,-81.717,27.8333,1,True
444,2015-07-18-01,-80.9066,33.8191,0,True
445,2015-07-18-01,-78.2057,37.768,1,True
446,2015-07-18-01,-78.2057,37.768,1,True
447,2015-07-18-01,-74.9384,42.1497,1,True
448,2015-07-18-01,-74.9384,42.1497,1,True
449,2015-07-18-01,-74.5089,40.314,0,True
450,2015-07-18-01,-74.5089,40.314,0,True
451,2015-07-18-01,-74.5089,40.314,1,True
452,2015-07-18-01,-71.5314,42.2373,1,True
453,2015-07-18-01,-69.3977,44.6074,0,True
454,2015-07-19-01,-121.5708,47.3917,0,True
455,2015-07-19-01,-119.7462,36.17,0,True
456,2015-07-19-01,-119.7462,36.17,1,True
457,2015-07-19-01,-119.7462,36.17,1,True
458,2015-07-19-01,-119.7462,36.17,1,True
459,2015-07-19-01,-97.6475,31.105999999999998,1,True
460,2015-07-19-01,-81.717,27.8333,0,True
461,2015-07-19-01,-78.2057,37.768,0,True
462,2015-07-19-01,-78.2057,37.768,0,True
463,2015-07-19-01,-78.2057,37.768,1,True
464,2015-07-20-01,-121.5708,47.3917,1,True
465,2015-07-20-01,-119.7462,36.17,0,True
466,2015-07-20-01,-119.7462,36.17,0,True
467,2015-07-20-01,-119.7462,36.17,0,True
468,2015-07-20-01,-119.7462,36.17,0,True
469,2015-07-20-01,-119.7462,36.17,1,True
470,2015-07-20-01,-119.7462,36.17,1,True
471,2015-07-20-01,-119.7462,36.17,1,True
472,2015-07-20-01,-119.7462,36.17,1,True
473,2015-07-20-01,-119.7462,36.17,1,True
474,2015-07-20-01,-119.7462,36.17,1,True
475,2015-07-20-01,-111.3877,33.7712,1,True
476,2015-07-20-01,-106.2371,34.8375,0,True
477,2015-07-20-01,-105.3272,39.0646,1,True
478,2015-07-20-01,-105.3272,39.0646,1,True
479,2015-07-20-01,-105.3272,39.0646,1,True
480,2015-07-20-01,-97.6475,31.105999999999998,0,True
481,2015-07-20-01,-97.6475,31.105999999999998,1,True
482,2015-07-20-01,-97.6475,31.105999999999998,1,True
483,2015-07-20-01,-97.6475,31.105999999999998,1,True
484,2015-07-20-01,-93.9196,45.7326,0,True
485,2015-07-20-01,-93.9196,45.7326,1,True
486,2015-07-20-01,-93.214,42.0046,1,True
487,2015-07-20-01,-92.302,38.4623,1,True
488,2015-07-20-01,-89.0022,40.3363,0,True
489,2015-07-20-01,-89.0022,40.3363,1,True
490,2015-07-20-01,-86.8073,32.799,1,True
491,2015-07-20-01,-86.7489,35.7449,1,True
492,2015-07-20-01,-86.7489,35.7449,1,True
493,2015-07-20-01,-83.6487,32.9866,1,True
494,2015-07-20-01,-83.6487,32.9866,1,True
495,2015-07-20-01,-81.717,27.8333,0,True
496,2015-07-20-01,-81.717,27.8333,0,True
497,2015-07-20-01,-81.717,27.8333,1,True
498,2015-07-20-01,-81.717,27.8333,1,True
499,2015-07-20-01,-81.717,27.8333,1,True
500,2015-07-20-01,-81.717,27.8333,1,True
501,2015-07-20-01,-81.717,27.8333,1,True
502,2015-07-20-01,-81.717,27.8333,1,True
503,2015-07-20-01,-79.8431,35.6411,1,True
504,2015-07-20-01,-79.8431,35.6411,1,True
505,2015-07-20-01,-78.2057,37.768,0,True
506,2015-07-20-01,-78.2057,37.768,1,True
507,2015-07-20-01,-78.2057,37.768,1,True
508,2015-07-20-01,-78.2057,37.768,1,True
509,2015-07-20-01,-78.2057,37.768,1,True
510,2015-07-20-01,-78.2057,37.768,1,True
511,2015-07-20-01,-76.7902,39.0724,0,True
512,2015-07-20-01,-76.7902,39.0724,1,True
513,2015-07-20-01,-76.7902,39.0724,1,True
514,2015-07-20-01,-74.9384,42.1497,0,True
515,2015-07-20-01,-74.9384,42.1497,0,True
516,2015-07-20-01,-74.9384,42.1497,0,True
517,2015-07-20-01,-74.9384,42.1497,0,True
518,2015-07-20-01,-74.9384,42.1497,0,True
519,2015-07-20-01,-74.9384,42.1497,0,True
520,2015-07-20-01,-74.9384,42.1497,1,True
521,2015-07-20-01,-74.9384,42.1497,1,True
522,2015-07-20-01,-74.9384,42.1497,1,True
523,2015-07-20-01,-74.9384,42.1497,1,True
524,2015-07-20-01,-74.9384,42.1497,1,True
525,2015-07-20-01,-74.9384,42.1497,1,True
526,2015-07-20-01,-74.9384,42.1497,1,True
527,2015-07-20-01,-74.5089,40.314,0,True
528,2015-07-20-01,-74.5089,40.314,1,True
529,2015-07-20-01,-74.5089,40.314,1,True
530,2015-07-20-01,-74.5089,40.314,1,True
531,2015-07-20-01,-74.5089,40.314,1,True
532,2015-07-20-01,-72.7622,41.5834,1,True
533,2015-07-20-01,-72.7093,44.0407,1,True
534,2015-07-20-01,-71.5653,43.4108,0,True
535,2015-07-20-01,-71.5314,42.2373,0,True
536,2015-07-20-01,-71.5314,42.2373,1,True
537,2015-07-20-01,-71.5314,42.2373,1,True
538,2015-07-20-01,-69.3977,44.6074,0,True
539,2015-07-21-01,-121.5708,47.3917,0,True
540,2015-07-21-01,-105.3272,39.0646,1,True
