,date,longitude,latitude,Sentiment,Comment_b
0,2015-07-06-01,-122.1269,44.5672,1,True
1,2015-07-06-01,-122.1269,44.5672,1,True
2,2015-07-06-01,-74.9384,42.1497,0,True
3,2015-07-06-01,-74.5089,40.314,1,True
4,2015-07-07-01,-97.6475,31.105999999999998,1,True
5,2015-07-07-01,-74.9384,42.1497,1,True
6,2015-07-08-01,-84.5603,43.3504,1,True
7,2015-07-09-01,-97.6475,31.105999999999998,1,True
8,2015-07-10-01,-74.9384,42.1497,1,True
9,2015-07-14-01,-71.5101,41.6772,1,True
10,2015-07-15-01,-82.7755,40.3736,0,True
11,2015-07-15-01,-80.9066,33.8191,1,True
12,2015-07-15-01,-74.9384,42.1497,0,True
13,2015-07-15-01,-74.9384,42.1497,0,True
14,2015-07-15-01,-74.9384,42.1497,1,True
15,2015-07-15-01,-74.9384,42.1497,1,True
16,2015-07-16-01,-97.6475,31.105999999999998,0,True
17,2015-07-24-01,-82.7755,40.3736,1,True
18,2015-07-25-01,-81.717,27.8333,0,True
19,2015-07-27-01,-77.0262,38.8964,1,True
20,2015-07-27-01,-74.9384,42.1497,0,True
21,2015-07-27-01,-74.9384,42.1497,0,True
22,2015-07-29-01,-74.9384,42.1497,0,True
23,2015-07-31-01,-74.9384,42.1497,0,True
24,2015-08-01-01,-152.2683,61.385,0,True
25,2015-08-01-01,-122.1269,44.5672,0,True
26,2015-08-01-01,-122.1269,44.5672,1,True
27,2015-08-01-01,-122.1269,44.5672,1,True
28,2015-08-01-01,-122.1269,44.5672,1,True
29,2015-08-01-01,-122.1269,44.5672,1,True
30,2015-08-01-01,-122.1269,44.5672,1,True
31,2015-08-01-01,-122.1269,44.5672,1,True
32,2015-08-01-01,-122.1269,44.5672,1,True
33,2015-08-01-01,-122.1269,44.5672,1,True
34,2015-08-01-01,-122.1269,44.5672,1,True
35,2015-08-01-01,-122.1269,44.5672,1,True
36,2015-08-01-01,-122.1269,44.5672,1,True
37,2015-08-01-01,-121.5708,47.3917,0,True
