0,0.283855355997
1,0.13776017378
2,0.224684822006
3,0.199779643044
4,0.157932063174
5,0.104749832214
6,0.224085462877
7,0.158096115123
8,0.162490452929
9,0.18868695857
10,0.175263559769
11,0.191324631302
12,0.12223277865
13,0.0906090038056
14,0.0531962773829
15,0.201779484001
16,0.209856162788
17,0.251142083235
18,0.0966966227715
19,0.066462599475
20,0.275029824882
21,0.214312815465
22,0.146681775409
23,0.161882970036
24,0.185572739649
25,0.151899092841
26,0.482111652322
27,0.271018487387
28,0.106320314783
29,0.174140813385
30,0.112788011557
31,0.247336876364
32,0.0434080145182
33,0.0891975350023
34,0.121765207472
35,0.127172293506
36,0.0845250414131
37,0.14889369983
38,0.354515912415
39,0.0388834730712
40,0.219922089276
41,0.206548359585
42,0.110485624669
43,0.0746450698911
44,0.114165484502
45,0.104541458792
46,0.346422292571
47,0.190338333552
48,0.0824472772143
49,0.141636502505
50,0.163694590226
51,0.0382488806452
52,0.199457421169
53,0.165696580369
54,0.0578437100419
55,0.0803303733899
56,0.159786666245
57,0.0798121916293
58,0.164713574015
59,0.0944946350636
60,0.104218237262
61,0.253512666021
62,0.198938550427
63,0.145608313804
64,0.0170664686229
65,0.123118127243
66,0.135364518459
67,0.0971162598924
68,0.113765093884
69,0.154823634467
70,0.187231122188
71,0.109222813541
72,0.135122714537
73,0.110372763216
74,0.0856975283458
75,0.0714847573117
76,0.0265195312313
77,0.17004602623
78,0.118041273953
79,0.0902817038944
80,0.123110923912
81,0.179161772649
82,0.274602611683
83,0.158442612412
84,0.0828798920534
85,0.177373727153
86,0.0768394549578
87,0.231782528722
88,0.118990554028
89,0.140078393807
90,0.268148017596
91,0.205195043168
92,0.118713859321
93,0.230552021921
94,0.263221326108
95,0.179049522371
96,0.217887164419
97,0.191993732793
98,0.199689566604
99,0.0919525254004
100,0.17980216621
101,0.293510807855
102,0.208710249734
103,0.144632156478
104,0.134391974467
105,0.177085502234
106,0.121720136862
107,0.205754831523
108,0.0993065299305
