,year,longitude,latitude,Sentiment,Comment_b
116,2012-09-31,-121.5708,47.3917,1,True
117,2012-09-31,-119.7462,36.17,0,True
118,2012-09-31,-119.7462,36.17,0,True
119,2012-09-31,-119.7462,36.17,1,True
120,2012-09-31,-119.7462,36.17,1,True
121,2012-09-31,-119.7462,36.17,1,True
122,2012-09-31,-119.7462,36.17,1,True
123,2012-09-31,-114.5103,44.2394,1,True
124,2012-09-31,-111.3877,33.7712,1,True
125,2012-09-31,-110.3261,46.9048,1,True
126,2012-09-31,-105.3272,39.0646,0,True
127,2012-09-31,-105.3272,39.0646,1,True
128,2012-09-31,-105.3272,39.0646,1,True
129,2012-09-31,-97.6475,31.106,1,True
130,2012-09-31,-97.6475,31.106,1,True
131,2012-09-31,-97.6475,31.106,1,True
132,2012-09-31,-89.6385,44.2563,0,True
133,2012-09-31,-89.0022,40.3363,1,True
